Player,Nation,Pos,is_gk,is_df,is_mf,is_fw,Season,Squad,Age,Starts,Min,90s,xG.1,xAG.1,xG+xAG,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Hamza Choudhury,BAN,"MF,DF",0,1,1,0,2024-2025,Leicester City,27,1,131,1.5,0.0,0.27,0.27,66.67,2.67,12.67,40.67,13.33,2.0,66.67,2.67,2.0,50.0,0.67,16.67,42.0,164.0,86.67,2.67,1.33,1.33,0.67,0.0,47.33,4.0
Ryan Christie,SCO,MF,0,0,1,0,2024-2025,Bournemouth,30,27,2117,23.5,0.08,0.15,0.23,58.6,3.15,10.98,32.85,15.83,1.91,58.6,2.04,0.98,2.04,0.94,1.95,30.68,161.32,74.85,1.36,1.7,0.3,1.87,1.06,33.06,1.83
Harry Clarke,ENG,DF,0,1,0,0,2024-2025,Ipswich Town,24,4,379,4.2,0.02,0.01,0.03,63.81,4.29,23.81,29.05,11.19,0.48,63.81,0.48,0.24,11.9,0.24,11.9,28.1,132.14,52.86,1.19,1.67,0.0,0.95,0.48,38.81,0.48
Jack Clarke,ENG,"FW,MF",0,0,1,1,2024-2025,Ipswich Town,24,8,890,9.9,0.1,0.19,0.28,42.53,1.11,9.29,17.37,16.97,2.83,42.53,3.43,2.02,5.94,1.01,2.97,24.75,174.24,85.25,2.53,1.41,0.91,1.92,1.41,26.87,4.75
Nathaniel Clyne,ENG,"DF,MF",0,1,1,0,2024-2025,Crystal Palace,33,5,455,5.1,0.0,0.06,0.06,51.18,3.33,19.8,24.51,6.86,0.59,51.18,0.2,0.0,0.0,0.2,19.61,30.0,124.12,58.63,1.18,0.39,0.59,0.78,0.39,33.53,1.57
Conor Coady,ENG,DF,0,1,0,0,2024-2025,Leicester City,32,11,994,11.0,0.0,0.0,0.0,63.64,11.45,34.0,28.55,1.09,0.27,63.64,0.09,0.09,9.09,0.0,0.0,41.55,168.09,89.27,0.09,0.18,0.09,0.36,0.18,46.64,0.0
Séamus Coleman,IRL,DF,0,1,0,0,2024-2025,Everton,36,2,197,2.2,0.26,0.0,0.26,45.45,5.0,17.73,19.55,8.64,0.91,45.45,2.27,1.82,36.36,0.45,9.09,19.55,102.27,49.55,0.45,0.45,0.0,0.45,0.45,23.18,0.91
Nathan Collins,IRL,DF,0,1,0,0,2024-2025,Brentford,23,30,2700,30.0,0.08,0.05,0.12,65.93,10.57,34.63,26.77,4.87,1.87,65.93,0.37,0.2,1.82,0.13,1.21,34.63,190.53,109.73,0.8,0.27,0.0,0.43,0.27,40.17,0.57
Toby Collyer,ENG,MF,0,0,1,0,2024-2025,Manchester Utd,21,0,179,2.0,0.09,0.13,0.22,64.5,4.5,23.0,29.5,12.5,1.5,64.5,1.0,0.5,25.0,0.5,25.0,34.0,119.5,28.0,0.0,0.0,0.0,5.5,0.5,35.5,1.0
Levi Colwill,ENG,DF,0,1,0,0,2024-2025,Chelsea,22,27,2429,27.0,0.03,0.04,0.07,86.26,10.56,39.56,43.33,3.67,0.89,86.26,0.3,0.19,2.31,0.11,1.39,49.59,226.26,126.37,0.37,0.37,0.04,0.33,0.26,63.59,0.26
Lewis Cook,ENG,"MF,DF",0,1,1,0,2024-2025,Bournemouth,28,27,2482,27.6,0.03,0.14,0.17,59.06,2.54,13.7,31.16,14.89,0.69,59.06,0.58,0.36,2.26,0.22,1.36,26.23,130.51,72.43,1.16,0.94,0.14,0.98,0.54,29.57,1.63
Maxwel Cornet,CIV,FW,0,0,0,1,2024-2025,Southampton,28,1,72,0.8,0.2,0.0,0.2,42.5,1.25,10.0,17.5,16.25,2.5,42.5,1.25,0.0,0.0,1.25,125.0,20.0,91.25,32.5,1.25,0.0,1.25,3.75,0.0,28.75,6.25
Vladimír Coufal,CZE,DF,0,1,0,0,2024-2025,West Ham,32,8,736,8.2,0.02,0.08,0.1,59.02,5.85,22.93,23.29,12.93,0.98,59.02,0.85,0.24,3.49,0.24,3.49,23.17,113.66,51.83,1.34,0.49,0.12,0.98,0.61,30.73,2.56
Woyo Coulibaly,FRA,DF,0,1,0,0,2024-2025,Leicester City,25,1,109,1.2,0.04,0.0,0.04,63.33,6.67,22.5,25.83,16.67,3.33,63.33,0.83,0.0,0.0,0.83,83.33,40.0,240.0,140.83,3.33,1.67,0.83,3.33,0.0,30.0,1.67
Aaron Cresswell,ENG,DF,0,1,0,0,2024-2025,West Ham,35,7,589,6.5,0.02,0.17,0.19,76.0,5.23,30.15,36.15,10.46,0.15,76.0,0.15,0.15,15.38,0.0,0.0,30.62,118.77,59.54,0.62,1.08,0.0,0.46,0.0,48.15,0.31
Marc Cucurella,ESP,DF,0,1,0,0,2024-2025,Chelsea,26,25,2254,25.0,0.09,0.07,0.15,68.64,3.52,20.76,32.0,16.16,2.28,68.64,0.44,0.16,1.46,0.24,2.18,29.48,124.72,74.08,1.16,0.56,0.08,1.0,0.2,43.28,3.8
Jorge Cuenca,ESP,DF,0,1,0,0,2024-2025,Fulham,25,3,259,2.9,0.01,0.0,0.01,51.38,7.93,29.66,20.0,2.07,0.34,51.38,0.69,0.69,34.48,0.0,0.0,21.72,79.66,39.66,0.0,0.34,0.0,0.34,0.0,30.69,0.0
Matheus Cunha,BRA,"MF,FW",0,0,1,1,2024-2025,Wolves,25,24,2143,23.8,0.28,0.28,0.56,53.24,0.84,6.55,24.33,24.24,4.45,53.19,4.83,2.06,1.79,2.18,1.9,30.04,228.95,113.53,3.87,3.11,1.34,2.82,1.76,35.25,5.76
Patson Daka,ZAM,"FW,MF",0,0,1,1,2024-2025,Leicester City,26,4,542,6.0,0.13,0.0,0.13,31.83,1.33,5.17,14.83,12.33,3.0,31.83,2.5,0.33,2.22,1.67,11.12,16.33,68.5,27.67,0.83,0.83,0.17,2.33,1.5,20.67,4.5
Diogo Dalot,POR,DF,0,1,0,0,2024-2025,Manchester Utd,26,29,2576,28.6,0.07,0.07,0.14,64.02,3.88,21.75,24.9,17.87,2.1,64.02,1.57,0.8,1.79,0.66,1.48,36.15,160.0,87.48,2.03,1.26,0.45,1.19,0.52,38.46,5.24
Mikkel Damsgaard,DEN,"MF,FW",0,0,1,1,2024-2025,Brentford,24,26,2248,25.0,0.1,0.29,0.38,59.16,1.24,10.32,27.04,22.68,2.48,59.16,3.32,1.76,2.12,1.2,1.44,33.68,187.0,96.44,2.36,1.48,0.32,2.0,1.56,39.36,4.32
Danilo,BRA,"MF,FW",0,0,1,1,2024-2025,Nott'ham Forest,23,4,210,2.3,0.0,0.0,0.0,47.83,2.61,13.91,29.13,5.22,0.0,47.83,2.17,0.87,17.39,1.3,26.09,17.83,87.83,23.91,0.87,0.0,0.0,2.61,0.0,30.0,0.43
Jayden Danns,ENG,MF,0,0,1,0,2024-2025,Liverpool,19,0,11,0.1,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,,0.0,,10.0,20.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0
Kevin Danso,AUT,DF,0,1,0,0,2024-2025,Tottenham,26,4,347,3.9,0.09,0.01,0.1,85.64,10.77,45.9,36.15,3.85,1.79,85.64,0.51,0.26,12.82,0.26,12.82,62.05,275.64,119.49,0.51,0.0,0.0,1.54,0.0,65.13,0.0
Ben Davies,WAL,DF,0,1,0,0,2024-2025,Tottenham,31,8,721,8.0,0.02,0.01,0.03,83.88,15.38,43.62,36.5,3.75,1.0,83.88,0.12,0.12,12.5,0.0,0.0,47.5,237.0,137.25,0.75,0.62,0.0,0.25,0.0,55.62,0.5
Leif Davis,ENG,DF,0,1,0,0,2024-2025,Ipswich Town,25,28,2461,27.3,0.03,0.16,0.19,51.83,3.96,18.13,17.14,17.25,1.32,51.83,1.36,0.48,1.29,0.62,1.68,23.52,128.35,69.6,1.72,0.99,0.37,1.28,0.51,27.58,4.29
Craig Dawson,ENG,DF,0,1,0,0,2024-2025,Wolves,34,10,971,10.8,0.05,0.0,0.05,62.13,12.04,36.67,23.06,2.59,1.3,62.13,0.46,0.09,1.85,0.19,3.7,36.11,168.43,86.85,0.56,0.09,0.0,0.19,0.0,41.02,0.46
Kevin De Bruyne,BEL,MF,0,0,1,0,2024-2025,Manchester City,33,12,1103,12.3,0.22,0.5,0.71,76.5,0.81,4.96,25.61,46.5,4.39,76.5,1.95,0.81,3.39,0.89,3.72,43.82,224.07,119.67,3.09,2.85,1.22,1.54,1.63,57.64,8.54
Liam Delap,ENG,FW,0,0,0,1,2024-2025,Ipswich Town,22,28,2244,24.9,0.34,0.07,0.42,23.65,1.04,2.69,9.92,11.65,3.25,23.57,2.89,1.33,1.84,1.24,1.73,15.66,114.02,53.09,2.21,1.57,1.08,3.53,2.13,18.51,3.9
Sepp van den Berg,NED,DF,0,1,0,0,2024-2025,Brentford,23,21,1866,20.7,0.04,0.01,0.05,55.94,10.0,27.87,21.21,6.96,1.74,55.94,0.34,0.19,2.76,0.14,2.07,23.48,109.81,54.59,0.34,0.43,0.0,0.63,0.24,30.87,1.26
Justin Devenny,NIR,MF,0,0,1,0,2024-2025,Crystal Palace,21,3,323,3.6,0.14,0.1,0.23,52.22,1.67,10.0,25.83,17.78,1.39,52.22,1.11,0.56,13.89,0.56,13.89,22.78,118.61,55.0,0.83,1.11,0.28,2.5,0.56,31.11,2.5
Kiernan Dewsbury-Hall,ENG,"MF,FW",0,0,1,1,2024-2025,Chelsea,26,1,199,2.2,0.1,0.45,0.55,65.0,1.36,9.09,33.18,22.73,2.27,65.0,1.36,0.45,15.14,0.91,30.32,34.55,188.64,89.55,2.27,0.45,0.0,0.45,1.36,53.18,4.09
Amad Diallo,CIV,"FW,MF",0,0,1,1,2024-2025,Manchester Utd,22,17,1594,17.7,0.23,0.22,0.45,57.18,0.73,8.47,21.13,28.47,6.16,57.18,4.07,2.03,2.82,1.81,2.51,37.06,253.22,129.6,5.2,2.6,2.94,1.98,1.81,40.34,8.98
Rúben Dias,POR,DF,0,1,0,0,2024-2025,Manchester City,27,17,1551,17.2,0.07,0.01,0.09,99.83,9.07,32.56,53.9,13.49,1.05,99.83,0.12,0.06,2.91,0.06,2.91,70.7,410.7,240.87,1.74,2.73,0.06,0.29,0.06,81.22,0.35
Luis Díaz,COL,FW,0,0,0,1,2024-2025,Liverpool,28,23,1935,21.5,0.36,0.18,0.54,45.72,0.6,3.16,16.14,27.3,6.33,45.72,4.7,2.14,2.12,2.05,2.03,30.19,225.3,119.35,4.33,2.23,2.37,2.23,1.86,35.86,11.12
Tyler Dibling,ENG,"FW,MF",0,0,1,1,2024-2025,Southampton,19,17,1550,17.2,0.14,0.08,0.22,41.63,0.99,5.23,19.24,18.14,2.15,41.63,5.64,2.33,2.4,2.09,2.16,26.98,219.59,109.65,3.49,2.44,1.4,2.27,2.5,31.05,4.65
Lucas Digne,FRA,DF,0,1,0,0,2024-2025,Aston Villa,31,26,2151,23.9,0.03,0.17,0.21,59.54,3.6,20.29,18.2,21.46,1.17,59.54,0.75,0.38,2.09,0.33,1.86,27.28,118.08,52.43,0.88,0.59,0.17,0.71,0.63,32.55,5.65
Issa Diop,FRA,DF,0,1,0,0,2024-2025,Fulham,28,15,1339,14.9,0.04,0.01,0.04,60.4,8.39,33.36,25.44,1.74,0.87,60.4,0.13,0.07,3.36,0.07,3.36,35.77,162.82,81.54,0.4,0.13,0.0,0.6,0.13,41.34,0.2
Axel Disasi,FRA,DF,0,1,0,0,2024-2025,Aston Villa,27,4,370,4.1,0.02,0.09,0.11,65.37,7.32,25.37,34.63,5.85,1.46,65.37,3.17,1.71,13.12,1.46,11.27,40.49,236.83,115.85,1.95,1.71,0.49,0.49,0.49,43.9,1.22
Axel Disasi,FRA,DF,0,1,0,0,2024-2025,Chelsea,27,4,364,4.0,0.07,0.02,0.09,80.75,4.25,27.5,43.75,10.0,0.5,80.75,0.25,0.25,25.0,0.0,0.0,49.0,238.25,129.75,1.5,0.75,0.0,0.25,0.75,60.5,0.5
Roman Dixon,ENG,DF,0,1,0,0,2024-2025,Everton,20,1,90,1.0,0.0,0.0,0.0,36.0,8.0,19.0,14.0,4.0,0.0,36.0,3.0,0.0,0.0,3.0,100.0,16.0,107.0,48.0,0.0,0.0,0.0,2.0,0.0,13.0,1.0
Nasser Djiga,BFA,DF,0,1,0,0,2024-2025,Wolves,22,0,19,0.2,0.0,0.0,0.0,80.0,10.0,40.0,40.0,0.0,0.0,80.0,0.0,0.0,,0.0,,35.0,125.0,0.0,0.0,0.0,0.0,5.0,10.0,35.0,5.0
Matt Doherty,IRL,DF,0,1,0,0,2024-2025,Wolves,33,19,1700,18.9,0.05,0.08,0.13,66.83,5.5,25.66,33.02,8.99,1.27,66.83,1.01,0.53,2.78,0.32,1.67,35.08,163.17,99.37,1.48,0.85,0.21,0.58,0.26,42.12,2.06
Jeremy Doku,BEL,"FW,MF",0,0,1,1,2024-2025,Manchester City,22,14,1240,13.8,0.07,0.26,0.33,60.36,0.22,2.83,13.99,45.14,8.41,60.36,11.81,6.52,4.0,3.48,2.13,46.01,433.55,271.88,11.96,5.58,5.58,3.48,3.62,49.86,16.09
Nicolás Domínguez,ARG,"MF,FW",0,0,1,1,2024-2025,Nott'ham Forest,26,16,1420,15.8,0.08,0.07,0.15,56.33,3.73,13.92,29.49,13.29,1.33,56.33,0.44,0.19,2.72,0.19,2.72,21.46,84.24,39.43,0.7,0.51,0.13,0.95,0.51,31.01,1.27
Patrick Dorgu,DEN,DF,0,1,0,0,2024-2025,Manchester Utd,20,4,312,3.5,0.09,0.1,0.19,69.71,2.86,17.71,24.57,28.0,3.71,69.71,1.14,0.57,14.29,0.57,14.29,43.43,244.57,170.0,4.86,2.29,0.29,1.43,0.57,47.43,10.86
Alfie Dorrington,ENG,DF,0,1,0,0,2024-2025,Tottenham,19,0,14,0.2,0.0,0.0,0.0,80.0,0.0,55.0,25.0,0.0,0.0,80.0,0.0,0.0,,0.0,,60.0,305.0,130.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0
Abdoulaye Doucouré,MLI,MF,0,0,1,0,2024-2025,Everton,32,25,2065,22.9,0.14,0.08,0.22,41.57,1.27,8.56,19.13,14.5,1.97,41.57,1.44,0.79,2.38,0.66,1.99,21.75,109.13,51.79,1.48,0.92,0.17,1.27,1.27,26.72,3.36
Cheick Doucouré,MLI,MF,0,0,1,0,2024-2025,Crystal Palace,25,4,452,5.0,0.08,0.0,0.08,52.6,2.2,11.2,33.0,9.0,0.8,52.6,1.0,0.4,8.0,0.4,8.0,26.6,116.2,56.0,0.4,1.4,0.2,0.8,1.4,32.0,1.4
Flynn Downes,ENG,MF,0,0,1,0,2024-2025,Southampton,26,19,1611,17.9,0.03,0.05,0.08,58.44,3.97,17.6,31.23,9.94,1.06,58.44,0.67,0.22,1.86,0.39,3.26,27.54,148.83,78.44,1.17,0.89,0.22,0.67,0.89,41.62,1.45
Tommy Doyle,ENG,MF,0,0,1,0,2024-2025,Wolves,23,3,488,5.4,0.1,0.09,0.2,85.74,4.07,23.7,47.78,14.81,0.74,85.74,1.67,0.93,10.3,0.19,2.06,48.15,262.41,107.04,1.11,0.56,0.0,1.67,0.74,56.11,0.74
Radu Drăgușin,ROU,DF,0,1,0,0,2024-2025,Tottenham,23,14,1252,13.9,0.01,0.03,0.04,69.14,10.65,36.69,30.94,2.16,0.86,69.14,0.14,0.0,0.0,0.0,0.0,44.82,240.94,119.86,0.5,0.22,0.0,0.58,0.14,48.13,0.14
Martin Dúbravka,SVK,GK,1,0,0,0,2024-2025,Newcastle Utd,36,10,900,10.0,0.0,0.0,0.0,35.0,26.2,33.7,1.4,0.0,0.0,35.0,0.0,0.0,,0.0,,20.2,104.3,64.3,0.0,0.0,0.0,0.0,0.0,17.5,0.0
Lewis Dunk,ENG,DF,0,1,0,0,2024-2025,Brighton,33,18,1633,18.1,0.04,0.03,0.07,92.54,11.6,44.92,43.37,4.81,0.88,92.54,0.06,0.0,0.0,0.06,5.52,56.69,269.23,147.9,0.99,0.88,0.0,0.28,0.17,67.68,0.17
Jáder Durán,COL,FW,0,0,0,1,2024-2025,Aston Villa,21,4,638,7.1,0.69,0.03,0.71,37.04,1.83,5.07,15.49,17.18,6.62,37.04,1.97,0.42,3.01,1.27,9.06,18.73,75.35,37.61,0.99,0.99,0.28,2.25,2.11,27.04,6.2
Ederson,BRA,GK,1,0,0,0,2024-2025,Manchester City,31,20,1800,20.0,0.0,0.04,0.04,38.8,26.9,38.35,0.45,0.0,0.0,38.8,0.0,0.0,,0.0,,26.05,121.5,76.9,0.0,0.0,0.0,0.05,0.0,24.8,0.0
George Edmundson,ENG,DF,0,1,0,0,2024-2025,Ipswich Town,27,0,2,0.0,0.0,0.0,0.0,inf,inf,inf,,,,inf,,,,,,inf,inf,,,,,,,inf,
Odsonne Édouard,FRA,"MF,FW",0,0,1,1,2024-2025,Crystal Palace,27,1,115,1.3,0.31,0.04,0.34,34.62,0.77,3.08,17.69,13.85,6.15,34.62,0.77,0.0,0.0,0.77,76.92,17.69,82.31,38.46,1.54,0.77,1.54,3.08,0.77,20.0,5.38
Odsonne Édouard,FRA,FW,0,0,0,1,2024-2025,Leicester City,27,0,29,0.3,0.0,0.13,0.13,66.67,3.33,6.67,23.33,36.67,20.0,66.67,6.67,3.33,166.67,3.33,166.67,36.67,83.33,6.67,0.0,0.0,3.33,23.33,6.67,43.33,6.67
Samuel Edozie,ENG,"DF,FW",0,1,0,1,2024-2025,Southampton,22,0,65,0.7,0.0,0.14,0.14,61.43,0.0,0.0,10.0,51.43,14.29,61.43,5.71,2.86,71.43,2.86,71.43,48.57,480.0,281.43,8.57,2.86,5.71,5.71,0.0,55.71,32.86
Ronnie Edwards,ENG,DF,0,1,0,0,2024-2025,Southampton,22,0,12,0.1,0.0,0.0,0.0,60.0,30.0,40.0,20.0,0.0,0.0,60.0,0.0,0.0,,0.0,,30.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0
Anthony Elanga,SWE,"FW,MF",0,0,1,1,2024-2025,Nott'ham Forest,22,24,1930,21.4,0.18,0.2,0.38,39.77,1.36,5.65,11.07,23.74,3.88,39.77,3.22,1.03,1.49,1.4,2.03,20.84,162.62,92.71,3.64,1.82,1.59,2.9,1.5,26.12,7.29
Harvey Elliott,ENG,"MF,FW",0,0,1,1,2024-2025,Liverpool,21,0,128,1.4,0.14,0.54,0.68,111.43,0.71,10.0,44.29,57.86,7.14,111.43,2.86,1.43,35.71,1.43,35.71,65.0,311.43,165.71,5.0,3.57,3.57,1.43,0.71,82.14,10.0
Yunus Emre Konak,TUR,"FW,MF",0,0,1,1,2024-2025,Brentford,19,0,31,0.3,0.44,0.0,0.44,130.0,0.0,20.0,66.67,43.33,0.0,130.0,6.67,0.0,0.0,6.67,333.33,43.33,190.0,120.0,3.33,0.0,3.33,6.67,10.0,70.0,3.33
Julio Enciso,PAR,"MF,FW",0,0,1,1,2024-2025,Ipswich Town,21,5,340,3.8,0.17,0.26,0.43,49.21,0.26,5.26,25.0,20.53,2.11,49.21,6.05,3.68,16.03,2.37,10.29,23.68,176.58,98.68,2.37,2.89,1.05,2.11,4.21,34.47,4.74
Julio Enciso,PAR,"MF,FW",0,0,1,1,2024-2025,Brighton,21,2,294,3.3,0.31,0.07,0.38,61.21,0.61,5.15,21.82,35.15,6.06,61.21,6.36,3.03,14.42,2.42,11.55,34.55,205.45,116.97,3.33,3.03,1.21,2.12,2.73,42.73,5.15
Wataru Endo,JPN,MF,0,0,1,0,2024-2025,Liverpool,32,0,148,1.6,0.0,0.01,0.01,69.38,2.5,15.62,43.12,11.25,1.25,69.38,0.62,0.62,62.5,0.0,0.0,30.0,108.75,29.38,0.0,0.0,0.62,3.12,1.25,44.38,0.62
Christian Eriksen,DEN,MF,0,0,1,0,2024-2025,Manchester Utd,33,9,813,9.0,0.02,0.26,0.28,68.78,2.22,13.78,35.0,20.44,1.22,68.78,0.33,0.0,0.0,0.33,11.11,38.78,139.44,60.78,0.89,0.89,0.0,0.67,0.44,45.44,2.56
Romain Esse,ENG,MF,0,0,1,0,2024-2025,Crystal Palace,19,0,8,0.1,3.21,0.0,3.21,70.0,0.0,10.0,30.0,30.0,20.0,70.0,0.0,0.0,,0.0,,30.0,170.0,10.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0
Pervis Estupiñán,ECU,DF,0,1,0,0,2024-2025,Brighton,27,19,1782,19.8,0.03,0.09,0.13,71.41,3.08,18.08,34.95,19.09,1.16,71.41,1.31,0.61,2.33,0.66,2.53,36.72,176.72,95.4,2.27,1.82,0.35,1.21,1.06,43.13,4.65
Evanilson,BRA,FW,0,0,0,1,2024-2025,Bournemouth,25,20,1634,18.2,0.47,0.08,0.55,21.43,0.82,1.65,8.02,11.87,5.38,21.37,1.04,0.33,1.74,0.38,2.02,13.08,69.84,32.75,1.26,0.66,0.71,1.54,0.99,15.22,4.12
Jonny Evans,NIR,DF,0,1,0,0,2024-2025,Manchester Utd,37,3,290,3.2,0.03,0.0,0.03,69.69,9.38,39.06,28.44,3.44,0.62,69.69,0.31,0.31,31.25,0.0,0.0,40.0,155.62,57.19,0.31,0.0,0.0,0.31,0.0,42.81,0.62
Eberechi Eze,ENG,"MF,FW",0,0,1,1,2024-2025,Crystal Palace,26,23,2014,22.4,0.28,0.21,0.49,52.28,0.58,6.61,24.42,22.5,3.44,52.28,4.91,2.32,2.11,2.37,2.15,31.12,191.25,87.95,2.59,1.74,0.89,1.88,1.7,34.24,5.94
Łukasz Fabiański,POL,GK,1,0,0,0,2024-2025,West Ham,39,12,1070,11.9,0.0,0.0,0.0,41.01,32.1,40.59,0.42,0.0,0.0,41.01,0.17,0.17,8.4,0.0,0.0,21.68,115.21,71.01,0.0,0.0,0.0,0.0,0.0,19.08,0.0
Wout Faes,BEL,DF,0,1,0,0,2024-2025,Leicester City,27,23,2185,24.3,0.05,0.0,0.05,60.41,9.96,29.09,29.01,2.59,0.99,60.41,0.16,0.12,3.09,0.04,1.03,34.03,158.85,93.95,0.45,0.45,0.04,0.58,0.12,39.18,0.04
Abdul Fatawu Issahaku,GHA,FW,0,0,0,1,2024-2025,Leicester City,21,6,579,6.4,0.06,0.24,0.31,50.94,2.97,11.41,17.81,24.53,4.06,50.94,10.78,4.53,6.56,4.38,6.34,33.91,292.03,164.84,6.56,3.75,2.34,2.81,1.88,33.75,9.38
João Félix,POR,"FW,MF",0,0,1,1,2024-2025,Chelsea,25,3,369,4.1,0.54,0.23,0.78,66.34,0.49,6.34,31.22,30.49,7.32,66.34,7.56,2.44,7.88,3.41,11.02,47.07,304.39,173.66,5.12,3.17,1.22,1.46,0.98,53.17,7.32
Evan Ferguson,IRL,FW,0,0,0,1,2024-2025,West Ham,20,1,140,1.6,0.36,0.19,0.56,37.5,0.62,3.75,15.62,18.12,6.25,37.5,3.12,1.88,37.5,1.25,25.0,19.38,77.5,25.62,0.62,0.62,0.62,5.0,3.12,25.0,3.75
Evan Ferguson,IRL,FW,0,0,0,1,2024-2025,Brighton,20,2,246,2.7,0.2,0.15,0.35,32.59,2.59,4.81,18.52,9.63,3.33,32.59,0.74,0.37,18.52,0.37,18.52,15.56,67.78,20.74,0.74,0.37,0.74,1.85,2.22,19.26,3.33
Bruno Fernandes,POR,MF,0,0,1,0,2024-2025,Manchester Utd,30,29,2465,27.4,0.32,0.23,0.55,77.55,1.9,12.77,36.75,28.8,2.45,77.45,2.01,0.8,1.46,1.02,1.86,44.96,211.53,112.08,2.15,1.86,0.33,1.24,1.13,54.2,4.01
Mateus Fernandes,POR,MF,0,0,1,0,2024-2025,Southampton,20,26,2231,24.8,0.13,0.08,0.22,54.84,1.94,11.77,27.14,17.18,1.65,54.84,3.51,1.65,1.9,1.57,1.81,28.23,182.86,99.64,2.62,2.18,0.32,1.61,1.09,33.91,3.27
Enzo Fernández,ARG,MF,0,0,1,0,2024-2025,Chelsea,24,23,2141,23.8,0.19,0.21,0.4,71.64,1.22,11.47,36.68,23.91,2.65,71.64,1.68,0.84,2.1,0.55,1.37,38.36,171.64,84.29,1.76,1.68,0.25,0.92,1.05,52.18,3.57
Mark Flekken,NED,GK,1,0,0,0,2024-2025,Brentford,31,29,2555,28.4,0.0,0.01,0.01,51.44,40.11,49.93,1.69,0.0,0.0,51.44,0.04,0.04,3.52,0.0,0.0,31.62,159.61,90.63,0.0,0.0,0.0,0.07,0.0,29.12,0.0
Phil Foden,ENG,"MF,FW",0,0,1,1,2024-2025,Manchester City,24,18,1629,18.1,0.27,0.26,0.53,57.96,0.72,4.42,20.06,33.98,4.31,57.96,2.04,0.72,1.94,1.05,2.84,36.8,188.9,90.77,2.54,1.6,0.83,1.93,1.49,45.41,6.41
Wesley Fofana,FRA,DF,0,1,0,0,2024-2025,Chelsea,24,14,1172,13.0,0.03,0.03,0.07,71.77,6.23,28.46,40.23,4.23,0.77,71.77,1.15,0.62,4.1,0.23,1.54,42.85,242.23,124.15,1.46,0.92,0.08,1.23,0.38,51.15,0.31
Carlos Forbs,POR,"MF,FW",0,0,1,1,2024-2025,Wolves,21,1,237,2.6,0.05,0.01,0.07,45.0,1.15,7.69,14.62,23.08,5.0,45.0,4.62,2.69,22.42,1.92,16.04,27.69,167.31,114.23,3.46,1.15,3.08,2.69,1.54,31.54,10.77
Fraser Forster,ENG,GK,1,0,0,0,2024-2025,Tottenham,37,7,630,7.0,0.0,0.0,0.0,32.57,30.29,32.57,0.0,0.0,0.0,32.57,0.14,0.14,14.29,0.0,0.0,16.14,71.57,37.71,0.0,0.0,0.0,0.14,0.0,13.43,0.0
Matheus França,BRA,DF,0,1,0,0,2024-2025,Crystal Palace,21,0,15,0.2,0.49,0.0,0.49,40.0,0.0,0.0,15.0,25.0,10.0,40.0,0.0,0.0,,0.0,,30.0,140.0,75.0,5.0,0.0,5.0,5.0,0.0,30.0,10.0
Ryan Fraser,SCO,"FW,DF",0,1,0,1,2024-2025,Southampton,31,4,306,3.4,0.01,0.03,0.04,38.53,3.53,13.24,14.71,10.88,0.88,38.53,0.88,0.59,19.62,0.29,9.79,21.76,144.71,74.12,2.94,1.47,0.59,1.18,0.59,27.65,5.29
Niclas Füllkrug,GER,FW,0,0,0,1,2024-2025,West Ham,32,3,415,4.6,0.34,0.27,0.61,27.61,1.52,1.96,14.35,11.3,5.0,27.61,0.65,0.0,0.0,0.65,21.74,9.35,33.04,16.52,0.65,0.43,0.43,2.39,0.65,19.78,2.61
Cody Gakpo,NED,FW,0,0,0,1,2024-2025,Liverpool,25,16,1416,15.7,0.38,0.22,0.6,42.48,1.21,4.01,12.48,26.82,4.9,42.48,2.74,1.66,3.85,0.83,1.92,28.54,197.01,97.64,2.42,1.46,1.08,2.04,0.96,32.23,13.5
Idrissa Gana Gueye,SEN,MF,0,0,1,0,2024-2025,Everton,35,27,2357,26.2,0.04,0.06,0.09,52.94,2.25,12.9,30.11,10.15,0.69,52.94,1.07,0.5,1.77,0.53,1.91,24.58,111.07,47.71,0.69,0.8,0.15,0.95,1.15,30.57,0.76
Andrés García,ESP,"DF,MF",0,1,1,0,2024-2025,Aston Villa,22,4,267,3.0,0.01,0.03,0.04,69.33,2.0,10.0,28.67,31.0,0.67,69.33,5.33,1.67,10.43,3.33,20.83,41.33,327.33,179.33,7.33,4.0,0.67,2.67,2.0,44.33,6.33
Alejandro Garnacho,ARG,"MF,FW",0,0,1,1,2024-2025,Manchester Utd,20,18,1732,19.2,0.31,0.15,0.46,47.4,0.68,5.47,15.52,27.14,6.98,47.4,3.65,1.04,1.49,2.29,3.28,34.43,259.11,130.83,5.62,2.92,2.81,2.5,2.08,36.09,12.19
